v1	v2	label
P43588	P38624	1
P43588	P25451	1
P43588	P30656	1
P43588	P23724	1
P43588	P30657	1
P40457	P39723	1
P40457	P06787	1
P40457	P33419	1
P40457	P06704	1
P40457	P53159	1
P25554	P06844	1
P30665	Q12488	1
P40018	Q00916	1
P32605	Q06217	1
P32605	P43321	1
P32605	Q02260	1
Q08963	P36048	1
Q12499	Q03532	1
Q08920	P33334	1
Q08920	P39935	1
Q08920	P04147	1
Q08920	P36036	1
P14907	P40069	1
P47122	Q08726	1
P47122	P04050	1
P40160	P32905	1
P40160	O13516	1
P40160	P0CX56	1
P40160	P0C0V8	1
P40160	P05756	1
Q12221	P40975	1
Q07807	Q12287	1
P25339	P09932	1
P07257	P08067	1
P07257	P22289	1
P25808	Q03532	1
P25808	P40010	1
P25808	Q07896	1
P25808	Q08962	1
P25808	P26321	1
P25635	Q03532	1
P05317	P0CX44	1
P36160	P14126	1
P36160	P05740	1
P36160	P05743	1
P36160	P49166	1
P36160	P10664	1
P36160	P17076	1
P36160	P04650	1
P53742	P05740	1
P50102	P04050	1
P29469	Q12146	1
P24279	Q12488	1
P24279	P40359	1
P24279	Q12146	1
P29496	Q12488	1
P29496	P40359	1
P39940	P53281	1
P22214	P40357	1
Q08491	P35207	1
Q08491	P17883	1
P36112	P23644	1
P36112	P35180	1
P36112	P07213	1
P21576	P39743	1
Q02821	P04807	1
P22141	Q05778	1
P22141	P43593	1
P22141	P40016	1
P22141	Q12377	1
P22141	Q06103	1
P22141	Q04062	1
P22141	P32565	1
P22141	O13563	1
P22141	P40327	1
P22141	P33298	1
Q08749	P87108	1
P15873	P38630	1
P15873	P38629	1
P15873	P40339	1
P36084	P39682	1
P36015	P38959	1
P07256	P08067	1
P07256	P53220	1
P07256	P39103	1
P07256	P00401	1
P07256	P00424	1
P07256	P32799	1
P07256	P08525	1
Q03290	Q02939	1
Q12510	P39077	1
Q12510	P39076	1
Q03406	Q04636	1
P47112	P38132	1
P36022	Q04949	1
Q03713	P07257	1
Q03713	P00410	1
Q03713	P00420	1
P53721	P00401	1
P36022	P09733	1
P36022	P02557	1
P13382	Q08032	1
Q06512	P36144	1
Q02629	P40368	1
P40568	Q04431	1
P53112	Q12462	1
P32565	P40016	1
P40087	P09932	1
P40568	P35734	1
P40568	P32504	1
P40568	Q12248	1
P40568	P36162	1
P40568	P69850	1
P40568	P69851	1
P40568	P53267	1
P40568	P53168	1
P40568	P69852	1
P40568	P38265	1
P40568	Q06162	1
P40541	Q04264	1
P53874	P53254	1
P39940	P21734	1
P39940	P15731	1
P26783	P15731	1
Q12157	P15731	1
P38789	P14126	1
P40010	P14126	1
Q03862	P34232	1
P53145	Q99257	1
P38883	P10664	1
Q12241	P12868	1
P00729	P16474	1
P38789	P33201	1
P38313	Q12493	1
P43618	Q2V2P8	1
P43618	P40460	1
Q05468	P25694	1
Q12532	P25694	1
Q05468	P0CG63	1
P47122	P16370	1
P47122	P20434	1
P39517	P04050	1
P39517	P22147	1
P39517	P04840	1
P24814	Q12471	1
P53145	P34232	1
Q06697	P08518	1
P47122	P38902	1
P47122	P20436	1
Q06834	P40422	1
Q06834	P22139	1
Q06834	P20435	1
Q06834	P20434	1
Q06834	P20436	1
Q06834	P20433	1
P32571	P39929	1
Q04002	P32908	1
Q03862	P32794	1
Q99299	P19073	1
Q03406	P21951	1
P38883	Q07896	1
Q08004	Q99257	1
Q05583	P40469	1
Q03862	P04456	1
P40318	P38428	1
Q07807	Q02773	1
P53115	P40154	1
Q02892	P40007	1
P53742	Q08746	1
P53742	Q12019	1
P53742	P38803	1
P35732	P04050	1
P35732	P53861	1
Q03862	Q12019	1
P53899	P0CG63	1
P34087	P25644	1
P40465	P25454	1
P32485	P48361	1
P32485	Q06108	1
P24276	P29029	1
P38352	P09232	1
P07834	P21268	1
P43588	P0CG63	1
P40072	P15731	1
P45978	Q12517	1
Q03834	P38920	1
Q06677	P0CG63	1
Q03834	P14242	1
P38198	P02557	1
P38198	P09733	1
P24814	P20437	1
P21734	P0CG63	1
Q08496	P29469	1
Q12527	Q12292	1
Q06449	P05453	1
Q06512	Q99216	1
P40061	Q04749	1
Q04370	P29340	1
P32800	P15731	1
P38632	P50623	1
Q08920	P17629	1
Q08920	P40567	1
Q08920	P39682	1
Q08920	P33203	1
Q08920	Q03776	1
Q08920	P19736	1
Q08920	Q05900	1
P40457	P04147	1
Q12157	P21734	1
Q08032	Q12488	1
Q01454	P24279	1
P53691	P07259	1
P04037	P08067	1
P0CS90	Q07914	1
P04037	P08525	1
Q3E840	Q02908	1
P53617	P38792	1
P53617	Q08162	1
P32597	P38781	1
P07834	P13365	1
Q04500	P47083	1
Q12156	P47117	1
Q05789	P22219	1
Q03862	P35184	1
Q07915	P32794	1
P38257	Q12098	1
P38257	P32562	1
Q05779	O13525	1
Q05779	P49017	1
P40568	P40969	1
P40568	Q03954	1
P40568	P36131	1
P02829	P54785	1
P02829	P38165	1
P02829	P0CX50	1
P02829	P33750	1
P02829	P38911	1
P02829	Q03772	1
P02829	P60010	1
P02829	P15303	1
P02829	P47083	1
P02829	P32861	1
P02829	P49723	1
P39744	Q08746	1
P39744	Q08208	1
P53883	P37838	1
P25808	P37838	1
P25808	P36049	1
P36080	P37838	1
P53131	P37838	1
Q12389	P37838	1
P38112	P38805	1
Q07807	P32904	1
Q07807	P36519	1
Q07807	P53070	1
Q07807	P53733	1
Q07807	P25270	1
Q07807	P36532	1
Q07807	P32453	1
Q07807	P36526	1
Q07807	P53163	1
Q07807	Q02771	1
Q07807	Q03201	1
Q07807	P53921	1
Q07807	P38120	1
Q07807	P38910	1
Q07807	Q3E7B2	1
Q07807	P28778	1
Q07807	Q04598	1
Q07807	Q04401	1
Q07807	P30775	1
Q07807	P02992	1
Q07807	P40858	1
Q07807	O60200	1
Q07807	P22353	1
Q07807	P22354	1
Q07807	P38783	1
Q07807	P38341	1
Q07807	Q12487	1
Q07807	P40496	1
Q07807	Q03429	1
Q07807	P08425	1
Q07807	Q05809	1
Q07807	Q03799	1
Q07807	P36533	1
Q07807	P27929	1
Q07807	P10662	1
Q07807	P53875	1
Q07807	P39515	1
Q07807	P36528	1
Q07807	P32898	1
Q07807	P87108	1
Q07807	P15424	1
Q07807	P12687	1
Q07807	Q3E7A4	1
Q07807	P53292	1
Q07807	Q06630	1
Q07807	P10663	1
Q07807	P36056	1
Q07807	P47158	1
Q07807	P32902	1
Q07807	P39112	1
Q07807	Q02204	1
Q07807	P25626	1
Q07807	P34224	1
Q07807	P38746	1
Q07807	P80967	1
Q07807	Q01163	1
Q07807	P87275	1
Q07807	Q03976	1
Q07807	Q3E744	1
Q07807	P36064	1
Q07807	P35996	1
Q07807	P15179	1
Q07807	P40961	1
Q07807	Q02784	1
Q07807	P32388	1
Q07807	P53881	1
Q07807	P12686	1
Q07807	P19956	1
Q07807	P39103	1
Q07807	P33759	1
Q07807	P53140	1
Q07807	P37293	1
Q07807	P51998	1
Q07807	O75012	1
Q07807	P40464	1
Q07807	Q12425	1
Q07807	P53166	1
Q07807	P38300	1
Q07807	P25039	1
Q07807	Q06510	1
Q07807	Q03430	1
Q07807	P49334	1
Q07807	P32522	1
Q07807	P22438	1
Q07807	P40990	1
Q07807	P38127	1
Q07807	Q04599	1
Q07807	P53212	1
Q07807	P53732	1
Q07807	P36516	1
Q07807	P23369	1
Q07807	P40452	1
Q07807	Q01852	1
Q07807	P47141	1
Q07807	O14464	1
Q07807	P47165	1
Q07807	Q08818	1
Q07807	P32387	1
Q07807	Q03153	1
Q07807	P48526	1
Q07807	P38824	1
Q07807	P50110	1
Q07807	P38958	1
Q07807	P50090	1
Q07807	P40098	1
Q07807	P42847	1
Q07807	Q05530	1
Q07807	P32344	1
Q07807	P25038	1
Q07807	P57744	1
Q07807	P40033	1
Q07807	P40513	1
Q07807	Q03713	1
Q07807	P42949	1
Q07807	P07236	1
Q07807	Q06011	1
Q07807	P14908	1
Q07807	P50085	1
Q07807	P47150	1
Q07807	P47051	1
Q07807	P43591	1
Q07807	P32897	1
Q07807	P19516	1
Q07807	P20084	1
Q07807	P36521	1
Q07807	Q06668	1
Q07807	Q03246	1
Q07807	Q03829	1
Q07807	P38162	1
Q07807	P36525	1
Q07807	P40576	1
Q07807	P25348	1
Q07807	P53266	1
Q07807	P14063	1
Q07807	P36520	1
Q07807	P50086	1
Q07807	Q02950	1
Q07807	Q06678	1
Q07807	P38771	1
Q07807	P38064	1
Q07807	P53507	1
Q07807	P07252	1
Q07807	Q04341	1
Q07807	Q02820	1
Q07807	P53318	1
Q07807	P41735	1
Q07807	Q07362	1
Q07807	P48360	1
Q07807	P08466	1
Q07807	P40364	1
Q07807	P10507	1
Q07807	Q01926	1
Q07807	Q08977	1
Q07807	P40341	1
Q07807	P19882	1
Q07807	Q03690	1
Q07807	P48569	1
Q07807	P38218	1
Q07807	P49017	1
Q07807	Q12328	1
Q07807	P39730	1
Q07807	P40019	1
Q07807	Q08179	1
Q07807	P08456	1
Q07807	P32347	1
Q07807	P47088	1
P38182	Q06159	1
Q08646	P41808	1
Q12229	P36096	1
Q08032	Q04659	1
Q08032	Q12146	1
P38861	Q12522	1
Q04199	P15873	1
P02829	Q05518	1
P02829	P33749	1
P02829	Q01560	1
P02829	Q00362	1
P02829	Q08412	1
P02829	P38720	1
P02829	P02992	1
P02829	P41903	1
P02829	P14164	1
P02829	P46672	1
P02829	P06106	1
P02829	Q03063	1
P02829	P24276	1
P02829	P35997	1
P02829	P39940	1
P02829	P23301	1
P02829	P05030	1
P02829	Q12447	1
P02829	P05738	1
P02829	P05750	1
P02829	P40561	1
P02829	P21339	1
P02829	P40956	1
P02829	Q07653	1
P02829	P0CS90	1
P02829	P26783	1
P02829	P0C2H8	1
P02829	P00560	1
P02829	P50109	1
P02829	P32905	1
P02829	P38250	1
P02829	P21304	1
P02829	P40059	1
P02829	P38080	1
P02829	P0CX46	1
P02829	P05747	1
P02829	P40043	1
P02829	P34247	1
P02829	P53297	1
P02829	P38809	1
P02829	P05756	1
P02829	P53741	1
P02829	P41057	1
P02829	P0CX56	1
P02829	P41805	1
P02829	P25348	1
P02829	Q00955	1
P02829	Q02753	1
P02829	P02406	1
P02829	P53326	1
P02829	P08678	1
P02829	P38264	1
P02829	P10664	1
P02829	P17076	1
P02829	P40212	1
P02829	Q06178	1
P02829	P02400	1
Q06188	Q12311	1
Q12522	P17076	1
P40568	P46675	1
Q03940	P04050	1
P53239	P00410	1
P32571	Q04272	1
Q06512	P41819	1
Q06512	P26783	1
P38333	P26783	1
P40160	P05750	1
P20438	Q02606	1
P39517	P60010	1
P39517	P38013	1
P39517	P00830	1
P39517	P15703	1
P39517	P00549	1
P39517	P07149	1
P39517	P19097	1
P39517	P32288	1
P39517	P00950	1
P39517	P19882	1
P39517	P02294	1
P39517	P06168	1
P39517	P05694	1
P39517	P40185	1
P39517	P33302	1
P39517	P16861	1
P39517	P12709	1
P39517	P00560	1
P39517	P05030	1
P39517	P41805	1
P39517	P40212	1
P39517	P05748	1
P39517	P26784	1
P39517	P0CX24	1
P39517	P05744	1
P39517	P05737	1
P39517	P05317	1
P39517	P48589	1
P39517	P07281	1
P39517	P33442	1
P39517	P0CX30	1
P39517	P05750	1
P39517	P26786	1
P39517	P15303	1
P39517	P07283	1
P39517	P0CS90	1
P39517	P39015	1
P39517	P36008	1
P39517	P00942	1
P39517	P17255	1
P39517	P16140	1
P39517	P46655	1
P39517	P33892	1
P39517	P05743	1
P39517	P07259	1
P39517	P19414	1
P39517	P22137	1
P39517	P38707	1
P39517	P35732	1
P39517	P39522	1
P39517	P15180	1
P39517	P07264	1
P39517	Q12117	1
P39517	P38219	1
P39517	P18239	1
P39517	P05739	1
P39517	P32905	1
P39517	P39954	1
P39517	P02557	1
P39517	P32861	1
P39517	P38708	1
P39517	P50094	1
Q04500	P53941	1
P53136	Q12389	1
P53136	P32892	1
Q06512	P10664	1
P38333	P38719	1
Q03862	P17076	1
P53742	P17076	1
P39517	P29295	1
P32897	Q02889	1
Q04183	Q03784	1
Q06697	P38902	1
P38333	Q03532	1
P53742	P53927	1
Q12495	P15873	1
P38313	P35201	1
P38313	Q12748	1
P38333	Q12460	1
Q08444	P41819	1
P34078	P25443	1
P39517	P87262	1
P39517	P56628	1
P39517	P14120	1
P39517	P35997	1
P39016	P39008	1
P39016	P09932	1
P39517	P39730	1
P39517	Q01589	1
P39517	P33201	1
P39517	P23585	1
P39517	Q04373	1
P39517	P12611	1
P39517	Q06689	1
P39517	P47976	1
P39517	P53742	1
P39517	P25567	1
P39517	P38910	1
P39517	P38844	1
P39517	P32495	1
P39517	P36049	1
P39517	Q03735	1
P39517	Q12522	1
P39517	Q08245	1
P39517	P22133	1
P39517	P53390	1
P39517	P38084	1
P39517	P48361	1
P39517	P13185	1
P39517	P28795	1
P39517	P53189	1
P39517	P36521	1
P39517	P48560	1
P39517	P38996	1
P39517	Q06628	1
P39517	P25616	1
P39517	P32945	1
P39517	P34166	1
P39517	Q03533	1
P39517	P53080	1
P32563	Q3E7B6	1
P32563	P32842	1
P32563	P23968	1
Q12749	P40026	1
Q12749	Q03718	1
Q12749	P43124	1
P34223	P36047	1
P34223	P43587	1
P49334	Q01852	1
P49334	P42949	1
P49334	Q07914	1
P29295	P40456	1
P40073	Q06810	1
P53145	Q02892	1
P53969	P50110	1
P53969	P35180	1
P49334	P07213	1
P49334	P50110	1
P02829	P05317	1
P02829	Q04947	1
P02829	P52910	1
P02829	P0C0W9	1
P02829	P20081	1
P02829	P06208	1
P02829	P40217	1
P02829	P38701	1
P02829	Q04491	1
P02829	P25605	1
P02829	P00360	1
P02829	P07283	1
P02829	P09232	1
P02829	P31373	1
P39517	P47135	1
Q12196	Q08444	1
P02829	P07259	1
Q07807	P06182	1
Q07807	P38208	1
Q07807	P13434	1
Q07807	P36775	1
Q07807	P18239	1
Q07807	P38175	1
Q07807	P07251	1
Q07807	P38072	1
Q07807	P23833	1
Q07807	P38228	1
Q07807	P07253	1
Q07807	P36531	1
Q07807	P25642	1
Q07807	P32611	1
Q07807	P39980	1
Q07807	P39925	1
Q07807	P39954	1
Q07807	P39965	1
Q07807	P39952	1
Q07807	P17076	1
Q07807	P38758	1
Q07807	P38705	1
Q07807	P11914	1
Q07807	P38801	1
Q07807	P38714	1
Q07807	P38818	1
Q07807	P38840	1
Q07807	P38860	1
Q07807	P38866	1
Q07807	P38884	1
Q07807	P40491	1
Q07807	P07266	1
Q07807	Q00873	1
Q07807	P14742	1
Q07807	P07149	1
Q07807	P32463	1
Q07807	P36046	1
Q07807	P36126	1
Q07807	P33753	1
Q07807	P36148	1
Q07807	P01123	1
Q07807	P43682	1
Q07807	P52870	1
Q07807	P10849	1
Q07807	P33333	1
Q07807	P0C2H8	1
Q07807	P43122	1
Q07807	Q12082	1
Q07807	P0CX87	1
Q07807	P17255	1
Q07807	P41920	1
Q07807	P28817	1
Q07807	Q12176	1
Q07807	Q12298	1
Q07807	P14905	1
Q07807	Q03954	1
Q07807	P04803	1
Q07807	P47822	1
Q07807	P21771	1
Q07807	P32839	1
Q07807	Q04172	1
Q07807	P36527	1
Q07807	P0C2H7	1
Q07807	Q99258	1
Q07807	P53199	1
Q07807	P53193	1
Q07807	P14120	1
Q07807	P05373	1
Q07807	P06104	1
Q07807	P02406	1
Q07807	P25443	1
Q07807	P31787	1
Q07807	P53239	1
Q07807	P35180	1
Q07807	P53261	1
Q07807	P48237	1
Q07807	P37267	1
Q07807	P53305	1
Q07807	P31334	1
Q07807	P50087	1
Q07807	P53320	1
Q07807	P40340	1
Q07807	P47081	1
Q07807	P47019	1
Q07807	P47015	1
Q07807	P22135	1
Q07807	P46984	1
Q07807	Q02772	1
Q07807	P00572	1
Q07807	P23641	1
Q07807	P47140	1
Q07807	P47171	1
Q07807	P33750	1
Q07807	Q07914	1
Q07807	P06169	1
Q07807	Q12019	1
Q07807	P38013	1
Q07807	P33322	1
Q07807	Q06005	1
Q07807	Q01662	1
Q07807	P36523	1
Q07807	P49167	1
Q07807	P11325	1
Q07807	P34760	1
Q07807	P15274	1
Q07807	P25719	1
Q07807	Q03687	1
Q07807	P32559	1
Q07807	P54000	1
Q07807	Q04210	1
Q07807	P32493	1
Q07807	Q04748	1
Q07807	Q04472	1
Q07807	Q01649	1
Q07807	P23644	1
Q07807	P32874	1
Q07807	Q05027	1
Q07807	Q3E846	1
Q07807	P08468	1
Q07807	P28239	1
Q07807	Q04894	1
Q07807	P41318	1
Q07807	P53981	1
Q07807	P53633	1
Q07807	P53937	1
Q07807	D6W196	1
Q07807	P07213	1
Q07807	P53899	1
Q07807	P40150	1
Q07807	P40156	1
Q07807	P53863	1
Q07807	P53834	1
Q07807	P48564	1
Q07807	P53722	1
Q07807	P53724	1
Q07807	P37254	1
Q07807	P53736	1
Q07807	P32378	1
Q07807	P07390	1
Q07807	P53741	1
Q07807	Q08162	1
Q07807	P48525	1
Q07807	P41911	1
Q07807	Q08230	1
Q07807	P22133	1
Q07807	Q12333	1
Q07807	P32606	1
Q07807	Q12314	1
Q07807	P33448	1
Q07807	Q12486	1
Q07807	P17558	1
Q07807	P38934	1
Q07807	Q08622	1
Q07807	P38523	1
Q07807	Q08742	1
Q07807	Q08906	1
Q07807	Q02608	1
Q07807	P32580	1
Q07807	P48527	1
Q07807	P36534	1
Q07807	P21560	1
Q07807	P0CX44	1
Q07807	Q12251	1
Q07807	P32795	1
Q07807	Q06090	1
Q07807	Q06107	1
Q07807	P49573	1
Q07807	Q06493	1
Q07807	P06780	1
Q07807	P20435	1
Q07807	P56628	1
Q07807	O74700	1
Q07807	P81451	1
Q07807	Q3E6R5	1
Q07807	P0C5N3	1
P39744	P32892	1
P39744	P33201	1
P39744	P25582	1
P39744	P26321	1
P53191	P38873	1
Q03654	P40567	1
Q03654	Q02260	1
Q03654	Q12330	1
Q03654	P54999	1
Q03654	P40204	1
Q03654	Q03772	1
P33755	P0CG63	1
P38333	P26786	1
P40160	P33442	1
P40160	P25443	1
P40160	P26786	1
P40160	P48589	1
P40160	P0CX52	1
P40160	P38701	1
P34078	Q99216	1
P30771	P25555	1
P38110	P12753	1
Q04500	P53254	1
P38182	P39685	1
P38182	P40368	1
P38182	P52593	1
P38182	Q02630	1
P38182	P14907	1
P38182	P32500	1
P48563	P25348	0
P40204	Q06090	0
P53112	P18494	0
Q04110	P39928	0
P04801	P20133	0
P38199	P32776	0
P38720	Q12449	0
P40020	P80428	0
Q12030	P53080	0
P41819	P15424	0
P40965	Q03768	0
P32912	P38746	0
P32897	P47077	0
Q07878	P35210	0
P15790	P49960	0
P39938	P19145	0
P04051	Q03071	0
Q00416	P25651	0
P40512	P40487	0
P25389	P52920	0
P02294	P36130	0
P25637	P87108	0
Q03981	P39523	0
P43602	P89114	0
P38265	P17890	0
Q04868	Q08465	0
P25558	Q12114	0
Q07381	P33302	0
P23642	P08018	0
Q03361	Q99383	0
Q08550	P38818	0
P06104	P07269	0
Q04868	P07236	0
P46948	P39730	0
P41544	Q12421	0
Q12229	Q04461	0
P39952	P39927	0
P38207	P53741	0
P40187	Q06706	0
P38351	P48560	0
P39715	P39682	0
Q06679	P43612	0
Q12117	P49957	0
Q12154	P36159	0
Q08245	P53875	0
P46964	P32794	0
P41896	P19812	0
P60010	Q05580	0
P0C2H7	P38153	0
P36519	P12904	0
P47123	Q07468	0
P0CS90	P46683	0
P40045	P38818	0
P23369	P01120	0
P43594	Q08204	0
P32445	Q04472	0
P40468	P53981	0
Q99220	P14064	0
Q08109	Q08956	0
Q07978	P12385	0
P27476	P14284	0
P39995	Q12380	0
P07806	P33201	0
P47079	Q12460	0
Q08873	P38222	0
P18409	Q07541	0
P22336	P32641	0
P34111	P40077	0
P53280	P38276	0
P46954	P40505	0
P41813	P48527	0
P53286	Q12142	0
Q08179	P32604	0
P00729	P53927	0
P38810	P38883	0
P53246	P50094	0
Q02792	P48510	0
Q99186	Q06506	0
Q3E840	Q06677	0
Q04359	P41546	0
P38272	P50111	0
P04385	P53736	0
P43561	P36009	0
P33754	P25343	0
P40578	P19262	0
P25294	P32499	0
P12385	P15891	0
Q12009	P10869	0
P22133	Q12118	0
P53187	P25302	0
P50945	P12866	0
Q12748	Q12368	0
Q07458	P39720	0
O14468	P39516	0
P53309	Q05785	0
P12686	P33334	0
P40208	P38794	0
P32641	P37299	0
P21771	P38736	0
P46989	Q12377	0
Q00776	Q03503	0
P38863	P13712	0
Q02721	Q02608	0
P39678	P46949	0
P41544	Q04636	0
P15442	Q12122	0
Q02336	Q12348	0
P53091	P39968	0
O13539	Q6WNK7	0
P53981	P35197	0
P38766	Q03973	0
Q12229	P40559	0
Q3E705	Q06406	0
P40457	P53062	0
P38758	P36096	0
P32790	Q02199	0
P54838	Q12368	0
P05085	Q02685	0
Q05543	P53335	0
P53145	P39965	0
P53145	P36115	0
P52917	P36006	0
Q06820	Q06504	0
P0CX44	P54784	0
P49723	Q02486	0
P39103	P39523	0
P13517	P32485	0
P15274	P38798	0
P38266	Q06103	0
P53184	Q01919	0
P53326	P32457	0
P32610	P32334	0
P35187	P40484	0
P40155	P38853	0
P01149	P38222	0
P25626	P69851	0
P26449	P39730	0
P19097	P32496	0
Q03327	P32799	0
P43593	P33891	0
P40339	P39685	0
P20081	P40070	0
Q12080	P06704	0
P35718	P53244	0
P32464	Q06819	0
P50945	P53239	0
Q12245	Q03707	0
P32915	P53327	0
P34252	P40991	0
P38337	P35203	0
P11747	P40091	0
P52488	P39104	0
P39001	P38111	0
O13525	P11325	0
P32860	P22141	0
Q08278	Q07844	0
P34160	Q06137	0
P32378	Q05791	0
Q04599	P57744	0
Q04226	Q06340	0
P53845	P25039	0
P39108	P33411	0
P38264	P28743	0
Q07418	Q12452	0
P53191	P38302	0
P53974	P40547	0
Q12019	P39935	0
P25604	P39515	0
P34730	P53921	0
P04039	P39517	0
P40969	P53326	0
Q04080	P40449	0
P53734	P50087	0
P32580	P38065	0
P39985	P47057	0
P36049	Q12389	0
P32367	P23287	0
P23641	P14180	0
P53718	P13185	0
P39705	Q12453	0
P34164	Q99278	0
P49957	P53278	0
P38772	P28834	0
P30822	P37291	0
Q12117	P53083	0
P49704	P40157	0
P32786	P40359	0
Q06162	P27999	0
P47077	P39938	0
Q12208	Q12000	0
Q12743	P20107	0
P38624	Q02775	0
Q04225	P53741	0
P25566	Q12267	0
P0CS90	P20676	0
P31380	P35177	0
Q12072	P22354	0
Q12223	Q08921	0
Q12161	Q05029	0
P48837	P22204	0
P32453	P25298	0
Q04921	P40958	0
P42841	P36152	0
P29469	Q99260	0
Q06337	P47005	0
P18496	P40955	0
Q12129	P53202	0
P19263	P38911	0
P05744	Q03656	0
P48363	P38348	0
P54861	P09938	0
Q99359	P48566	0
Q04500	P38328	0
P53924	Q6Q546	0
P07257	P32471	0
P36054	P41940	0
Q03195	P22219	0
P25604	Q12453	0
P38827	Q03532	0
P02406	P43682	0
P36531	P16522	0
P25847	Q06208	0
P14127	Q07800	0
Q12125	P0C0V8	0
P14359	P17442	0
P21306	P20457	0
P46683	Q03433	0
Q03018	Q06096	0
P53974	Q08601	0
P40021	Q03201	0
Q04697	P40094	0
P53863	Q00723	0
P32486	Q12455	0
P37267	Q06211	0
Q08179	Q08961	0
Q04921	Q03718	0
P38862	Q04599	0
Q03020	Q06106	0
Q3E705	Q06616	0
P39936	Q06251	0
P39720	P40993	0
P40546	Q02256	0
P23638	P38985	0
P32800	Q08204	0
P40541	P38264	0
P36040	P25301	0
P09436	P53941	0
P36102	P38426	0
P53937	P40160	0
Q01926	Q04110	0
P0CX30	Q06708	0
P07264	Q08208	0
P40547	P00958	0
P69851	P16387	0
Q08492	Q03829	0
P47120	P10962	0
P46948	P21734	0
P21524	P46951	0
Q12461	P41697	0
P22543	P40016	0
Q02771	Q12455	0
Q05930	P07286	0
P69852	P38341	0
P33448	P38803	0
P53617	P06243	0
P38254	P48412	0
P35688	P50090	0
P31373	P53067	0
P21951	P53893	0
P38910	P43612	0
Q02521	Q03406	0
P53267	Q04149	0
P38636	Q08906	0
Q99247	P38701	0
P46970	P26798	0
P15274	P53037	0
P31111	P25299	0
P22353	P54860	0
P53335	P53189	0
Q06580	P41895	0
Q06449	P38249	0
P25045	P38328	0
P53736	P47057	0
P36152	Q06625	0
P42843	P41806	0
P24870	P25635	0
Q08457	Q03661	0
P32897	P40992	0
P53978	Q12434	0
Q07951	P40340	0
Q07532	Q05946	0
P38633	P39524	0
Q03435	P32345	0
P28834	P38273	0
P38825	P32333	0
Q03213	P43602	0
Q12347	P34077	0
Q08457	P24583	0
P36132	P08425	0
P07250	P40098	0
Q06211	P53900	0
P32361	P53083	0
P39937	P07276	0
P32349	Q06689	0
Q00723	P19880	0
Q12206	P38823	0
P23293	P09959	0
P08425	Q06648	0
Q12481	P25632	0
P53733	Q03071	0
P43594	P42935	0
Q02732	Q03660	0
Q12499	Q07821	0
P38751	P29029	0
P32912	P40069	0
P53079	P19735	0
P52286	P53736	0
Q06707	P38632	0
Q08231	P38811	0
P38877	P38336	0
Q06340	Q99222	0
P40480	Q04264	0
P33330	P25635	0
P15624	P38632	0
Q05029	P39731	0
P38708	Q06604	0
Q04225	P38349	0
P38782	P27809	0
P46679	P32618	0
Q12117	P07213	0
P39980	P38324	0
P46985	Q03125	0
P53305	P25300	0
P28241	P38042	0
P53094	P19956	0
P53718	P21825	0
P32468	P14120	0
P12687	Q99382	0
Q03981	P38884	0
P54786	P38257	0
P20457	P38624	0
Q08438	P53168	0
P52286	Q08179	0
P25847	P38783	0
P40562	Q12416	0
Q03153	P53039	0
P69852	P47041	0
P39722	Q07807	0
P53974	P53769	0
O14468	P36520	0
Q12154	Q05933	0
P40851	Q05905	0
P38426	P40090	0
P15274	P39990	0
P07143	P38928	0
P12687	Q05949	0
P40075	P38238	0
P08067	P38063	0
Q12199	P38042	0
Q08484	P53135	0
P53942	Q02794	0
P46947	P05744	0
P38204	P21374	0
P23293	P12689	0
P38700	P39965	0
P36036	Q06580	0
P53131	Q04338	0
Q02889	P53094	0
P38333	Q05809	0
P53538	P38212	0
Q12532	P48526	0
P06700	P28743	0
Q06525	P38927	0
P47029	P40458	0
Q02256	P14922	0
P24870	P40316	0
Q05670	Q12387	0
P40975	Q12122	0
P07834	P32259	0
Q06631	P12709	0
P49167	P54838	0
P38987	P18412	0
P38228	P19414	0
Q12084	P47123	0
Q02884	P53114	0
Q05610	P38828	0
P32657	P54005	0
P50623	P38352	0
P52868	Q03465	0
P47047	P05694	0
P36144	P25386	0
P09457	P20449	0
Q6WNK7	Q00246	0
P21339	P53538	0
Q12050	P40561	0
P38872	P36146	0
P53604	P00360	0
Q07458	P38162	0
P36533	P32797	0
P00958	P38960	0
P38228	P32501	0
P32610	Q03981	0
P38806	Q03834	0
Q06236	P32611	0
P48559	P38254	0
P20486	P22438	0
P12688	P53254	0
Q05541	Q00873	0
Q06168	P32569	0
P53320	Q12420	0
P23585	P25579	0
Q04930	P40492	0
P0C0V8	P29539	0
Q02774	P53140	0
Q12049	P05694	0
P53261	P47170	0
P40056	Q06385	0
P48566	P32628	0
P29366	P35193	0
P38130	P25582	0
Q03323	P53853	0
Q03898	P40077	0
P07834	Q06639	0
Q06005	P40059	0
P40094	Q12242	0
P38282	P38872	0
P39009	P46676	0
P54885	P20447	0
P38630	Q12311	0
Q06668	P38995	0
P09064	Q03048	0
Q00245	P14180	0
Q12192	Q02821	0
P48560	P39936	0
Q06672	P32364	0
P25656	Q04477	0
P53261	P39078	0
Q04969	P38270	0
P41821	P25566	0
P22149	P40458	0
P05626	P06102	0
P41318	Q12220	0
P53201	P39744	0
P32334	P53236	0
P33755	P47045	0
P00427	P33298	0
Q12220	O14468	0
Q08387	P31386	0
Q02792	P32344	0
P21524	P53317	0
