P22438	P32461
P52286	P41809
Q04373	Q08732
P25382	P89105
P32342	P08153
P53281	P38712
P21147	P48360
P47042	P52911
Q08683	Q12015
Q07921	P40453
P40003	P46970
Q04081	Q02863
P40055	Q12510
P22276	P43610
P32492	P48353
P0CF17	P39535
P08678	Q12348
Q07395	P40106
P33317	P32599
P32569	P42834
P36106	Q03714
P40965	Q8TGT8
P36154	P38789
P14126	P32263
P47026	Q12347
Q12107	P53246
P23585	P24583
P38342	P46955
P25555	P25657
Q08748	P22224
P36155	P53159
P53246	Q8TGU8
P53388	Q04338
P32334	Q05637
P36016	P18898
Q03370	P35180
P32798	P38197
P53900	P21264
Q3E7A7	Q12338
P38891	P39104
P02294	P40447
P38274	P53070
P47148	P36168
P53134	P22276
P38308	Q12391
P53538	P52867
P38164	P38323
P0CX13	P41056
P53010	Q92325
P40454	Q06623
P40335	Q02516
P53753	P46982
P49956	P32895
P25617	Q00947
P32564	P53389
Q08909	P36056
P0CX11	P25369
P53214	Q06010
P15454	P50873
P41903	P32526
P06242	Q12079
P38858	P38165
P39548	P38694
P89886	Q08280
P40460	P40468
P53057	Q08831
P38966	P43595
P15367	P40316
Q06490	Q12247
P38693	P05085
P16661	P40079
Q02784	Q12010
P36123	P22438
P21595	Q03856
Q06597	Q07800
P53954	P53227
Q06144	Q12490
P0CD91	Q12016
Q08646	P28742
Q99337	P25649
P10963	Q12396
Q02260	P31380
P53749	P54730
P32350	P47116
P38760	P40316
P03878	Q03390
P36084	P40975
P25358	P36521
P38710	P40095
P36224	P38766
P47098	P33299
P37299	P17536
Q12464	Q12346
P53140	Q05635
P39526	P38253
P0C2H8	Q12216
P38822	P38870
Q02608	Q06144
P26321	P38290
Q03654	P39677
P20484	P35996
P38358	P21560
Q08673	P39564
Q03254	P36053
P34253	P47086
P39515	P53326
Q02773	P50101
P32917	Q02772
P33335	Q03419
P28496	Q06151
P38555	Q04477
Q06315	P38806
P47001	Q05611
Q12140	P40528
P53981	P40040
Q04329	P37296
Q12009	Q8TGU1
P48562	Q12291
P36116	P39728
Q6Q560	P40961
P53197	P32179
P38156	P47056
Q12470	P27616
Q08729	P38077
Q07454	Q07458
P53122	P38989
Q06053	Q12507
Q06630	P38698
P0C2H8	P39008
P48236	Q12202
Q12212	P53208
P38255	P38728
P32337	Q08322
Q04182	P22148
P40087	P53261
P34237	Q08448
P50078	P39732
P34218	Q06032
P32773	P19955
P53207	P02406
P54070	Q08919
P50101	P54780
Q04322	P06784
P30952	P36090
Q08269	Q12362
P08518	P34217
P38170	P53290
Q12355	P17122
P38247	Q08553
Q06624	P27882
Q12063	P51534
P38855	P40506
P51533	P40519
P53038	Q06819
Q8TGM6	P53169
Q12008	P25349
Q06053	P38691
Q3E705	Q06178
P32432	Q12328
P38340	P53834
P23202	Q12088
P36116	P52917
Q02260	Q12267
P53035	Q03080
P38759	Q06135
P06182	P31109
Q12451	P25719
P47052	P47065
P36119	P42949
Q06263	P32792
O13297	Q02206
P47166	Q08269
P43621	Q07788
Q12244	Q12375
P32613	P32849
P12904	P32607
Q12049	Q02326
Q12124	P34167
P31386	P27697
P40564	P33420
Q08692	O75012
P38687	Q3E7C1
P20048	P07249
P23369	Q03660
Q03071	P38264
Q05787	P37303
P40037	P17442
P25299	P26321
Q12029	P48563
Q08465	P34077
P53916	A5Z2X5
P38313	P32564
Q12072	P43573
Q12344	P47039
P20795	P38143
P25655	Q03103
Q12266	P32861
P53728	P29704
P40039	P32347
P53260	P38146
Q08496	P43555
Q12159	P40580
P09620	Q04370
Q12373	P40063
P14904	Q03661
P25369	Q12045
P0CE11	Q3E821
Q04093	Q02805
P32900	P21374
P00128	P48236
Q2V2P8	Q08119
Q08974	P40341
Q03667	P49955
P36070	P46943
P40476	Q08295
P06704	Q07651
Q05776	P13711
P40020	Q12006
Q05029	P34087
P32347	P36520
Q07084	Q92392
P32333	P41834
P43638	P50080
P36016	P47035
P53552	P53950
P38797	P0C2J7
Q12308	Q03834
P25582	P40531
Q7M4S9	P48564
P32375	P40541
P38768	P25808
P42223	P32364
P32487	Q12458
P53196	P38231
P32419	Q12451
P39714	P33775
P38235	P25566
P47190	Q06328
Q04396	Q08689
Q05930	P40019
Q08579	P40971
P38207	P47113
P25642	P43549
Q04305	P26754
P53965	Q08975
P00724	P41810
Q06708	P10664
Q03761	Q04835
P38627	P54885
P39979	P32612
Q12675	P42935
Q00416	P38867
P23644	Q12340
P53615	P40516
P40506	Q04438
Q08685	P27616
P52871	Q12482
P42941	Q04178
Q04867	Q04172
Q02776	Q12325
Q08109	Q12235
Q06629	P28625
P35997	P38124
P40091	P08018
P40499	P40202
Q2V2P7	P33416
P42942	P09733
Q03944	P25632
P40573	P36009
Q00764	P38695
Q06835	Q06892
P38149	P43571
Q07988	Q06188
Q12494	P40506
P12904	P53965
P42937	Q12252
P06115	P42842
Q06674	Q99181
P15992	P52867
Q00055	Q04660
P52911	P41948
P54115	Q06810
P35196	P10127
P01119	Q99231
Q08985	P53305
P36149	Q03373
P38702	O13516
P14540	P38801
Q07684	Q12180
Q02979	P26370
Q04969	P12753
P40460	Q04585
P38123	P16522
Q08224	P23833
Q03694	P34248
Q99234	P38694
Q12102	P54783
Q12145	P38890
P23624	Q08003
P14681	P38182
P53150	P22696
P47053	P40465
Q06417	P39543
P38149	P22217
P53629	Q12431
P53956	P32472
P53974	Q02455
Q04215	P36130
P41734	P42945
Q08746	P29465
Q08968	P38126
Q03798	Q04217
Q03956	P47152
Q08227	Q12743
Q03330	P38873
P43554	Q01532
Q12366	P48412
P53757	P53043
P25344	P32474
P36008	Q08921
P36078	Q06813
P40856	Q06032
P29295	P53722
Q04597	P34078
Q06135	P43124
Q08235	P40485
Q03080	Q12041
P38318	P00424
P18962	P22943
Q04632	Q3E757
Q02771	P36100
Q12144	Q12263
P39717	Q06224
P32860	P16474
P16603	P38814
Q03434	Q04792
P38179	P40214
P53883	P40585
Q04712	P40356
P25361	P32463
P01120	P40031
P32527	P53927
Q05043	P53939
Q99287	P40449
P53184	P36091
Q3E823	P53892
P50079	Q04177
P46993	P47061
P53890	P39009
P20676	P38776
P36075	P40045
P53119	P28777
P20051	Q12339
Q12163	Q01766
Q12433	P47116
O13511	P38912
Q3E840	P21339
P32896	P32356
P46962	P40969
P53971	P03876
P53378	P87284
P54114	P38693
Q12244	P16547
P34077	Q12296
Q06208	P47104
P32801	Q9ZZW7
P28777	Q3E7A8
P34224	P47146
Q06554	P38125
P39981	P00724
P22134	Q12136
P47148	P38280
P06777	P25042
Q04516	P52910
Q05451	P53104
P25576	P30619
Q07928	Q07788
P32472	Q08220
P38126	P38067
P19263	P40989
Q05979	P53908
Q12450	P53135
P53043	P36516
P00854	P53141
P33309	Q04372
Q12287	P33442
P20449	P53111
Q12458	Q99380
P36517	P25270
Q02606	Q04767
P38970	Q3E7Z3
P38308	Q05919
Q03305	Q9ZZX1
P40169	Q06163
P48589	P35192
P0C2H8	P46679
P41546	P39990
P40449	P47110
P05739	P47052
Q12114	Q03212
P36014	Q03337
P06782	P53754
P53199	P53304
Q04406	P13185
Q12734	Q99220
P33329	Q06142
P25379	Q08446
P39526	Q06135
P54790	P46945
P36002	P41909
Q00055	P38907
P53875	P39971
Q12151	Q3E835
Q06679	P33298
P08539	P34227
P38217	Q06706
P25361	Q03125
P53295	P19516
Q07500	P53933
Q12274	P29453
P32453	P53274
P20795	Q07878
P26637	Q02896
Q06593	P42838
P42223	P33203
P0C0T4	P53843
P22470	P38720
Q02875	P25382
P32468	P25630
Q99190	P20436
Q08268	P29704
Q07967	P38042
Q12253	Q05040
P13711	P28003
P41805	P08465
P32354	Q12402
P36150	Q08904
P38633	Q05900
P17260	P41818
P47068	P0CD90
P25618	Q04003
P40567	P53338
P32501	P40011
Q05611	P32831
Q06325	P38616
P32501	P36095
P53734	P32492
P20676	Q99208
P20051	Q04093
Q12387	P43540
Q3E7X8	P38859
P33297	P32911
P40577	Q12094
P53222	P39540
P45818	P38883
P34756	P53879
Q06493	Q12150
P39944	P32589
P52893	P07255
Q05867	Q99326
Q05911	P24784
Q08750	Q99395
Q04651	P38277
P07273	P35189
P32601	Q08232
P46988	Q02981
P47069	P03875
P39969	P53947
P53050	P33327
P39107	Q04585
P54113	Q08887
P48361	P53753
P53295	Q8TGU7
Q03104	P31109
Q3E747	P31378
P27636	P09232
Q06679	Q12235
Q9ZZX0	P33330
Q12363	P47120
P28777	P07390
P20484	P0C5N3
P06838	P20050
P53201	P48566
Q02872	P53538
P40069	P38873
P38972	P0C289
P49723	P40960
Q12157	Q07589
P53924	P47019
P32453	Q08058
P38691	P36162
Q3E835	P04806
P33339	Q05809
Q06469	P04387
P27476	P38122
P32492	P46944
P36086	P36086
P42844	P53067
P37370	P23394
P13099	Q99369
P32387	Q12158
P07278	Q12468
P25356	P22139
P41800	P33298
Q12038	P40156
I2HB52	P53883
P23796	Q05911
Q12155	Q04599
Q02820	P40013
Q06709	P00572
P32828	P35996
Q04383	P38795
P07269	P17214
P35844	P53331
Q3E754	P39526
P07272	Q06525
P80967	Q02983
P40463	Q99207
Q02771	Q12425
P53728	Q12035
P25558	Q04401
Q02197	P36144
P38217	P38338
P0C0W1	Q02630
Q12515	P06844
P38637	P23202
Q12067	Q03503
P46985	P54837
Q86ZR7	Q12289
Q06682	P40080
Q12041	P05375
P25617	P32562
Q12266	P38218
P33751	P40043
Q04170	Q03529
P35209	P32419
P32469	P25369
P49723	P47087
P43583	P22517
P39985	P32316
P32565	P40260
P32831	P17629
Q12176	P53125
P27654	Q07824
Q7LHG5	P53740
P39721	Q12173
Q06213	P02400
Q03778	P38966
P25354	P0CE41
P47057	P32642
P43592	P39113
P36032	Q99252
Q3E825	P22204
P32598	Q12026
P47047	Q02354
Q3E7B0	P47072
P46946	P80235
Q12043	P36029
P16649	P53174
Q04399	P53971
O13527	Q04018
P33332	P40049
Q12391	Q06836
P16120	P40210
Q02888	P32939
P53124	P38792
Q12025	Q02749
Q07729	P53855
Q12241	P38633
P22515	Q04549
P38861	P53974
Q04772	P32378
P32479	Q04740
P46993	Q04712
P13134	Q12067
Q12517	P29465
P38236	P36165
P0CD99	P35719
Q02785	Q08223
P40362	P38426
P31378	P39103
Q3E737	P36158
Q02642	P53154
Q06551	P25343
P53192	P25613
Q06683	Q06667
P36150	P40045
P0CH64	P08566
P36155	Q12333
P38242	P23641
P10566	Q08993
P25044	P40464
P53083	P25619
Q06704	P53075
P23287	Q04693
P53037	P53836
Q99296	P38295
P53874	P38260
P40526	Q07648
P40498	Q12026
P53150	P46972
Q07376	P25443
P40497	Q04792
P42950	Q07938
P27616	P25584
P47027	P38218
Q04921	P53861
P23776	P54837
Q06344	P38710
P18412	P53754
P47140	P21957
P53253	Q08202
P19657	P06777
P32561	P53032
P53894	P32944
Q08963	P00445
P00635	P54867
P53688	P21524
P32047	Q07913
P38885	Q04004
Q2V2P4	P22768
P31755	Q03530
P49775	Q04740
P53845	P04710
Q12289	P53110
P47145	Q3E743
P53901	P37012
P25623	P48016
P18414	P40202
P42845	P43605
Q06201	P40583
Q04740	Q07657
Q04013	Q12168
P32776	P01120
P00175	P32388
P38312	P53270
P39677	P47977
Q05541	P36147
P25368	P47090
P53941	Q08645
P32607	P53859
P34247	P54072
P13856	P40015
P38431	Q06508
Q03900	Q06512
P40047	P43582
P46951	P13587
P39692	Q08179
P05317	P46985
Q00578	P00163
P27810	P53923
P21268	P34166
P25375	Q12175
Q02486	P23595
P38776	P34221
P36095	P40096
Q04623	P54783
Q06156	P15646
P53088	P23501
Q12168	Q08974
Q04216	Q06211
P40165	Q02354
Q12209	P38797
P40028	Q12175
P25649	P38349
P07253	P32597
P00854	P11914
Q04003	Q12098
P40574	P53940
P37293	Q04660
P23493	Q12048
Q06813	O13539
Q12482	Q12291
P23202	P37299
Q08562	P17883
P53311	Q01649
P18900	P06104
Q02805	P38187
P48236	P35843
P40309	P38336
Q08902	P43636
P38180	Q08387
P40502	P32614
P34231	Q12464
Q07834	Q03784
P49090	Q04201
P25612	P47976
P38285	P53250
P50112	P39521
Q12672	P38920
Q06703	Q05015
Q04599	P15891
P38355	P47142
P35198	Q03264
P35735	P13134
P11745	Q12447
P43565	P40080
P32590	Q08760
P32905	P38750
P40160	P03877
Q05947	P38278
P43591	P53912
P05085	P38623
P47005	P38764
P39523	P53099
Q04867	P46993
P38271	P25375
P40051	Q04740
P08468	Q05790
P23643	P33201
Q06593	Q04792
Q01926	P05747
P53971	P09932
P50875	P07258
Q03760	Q03705
P32472	P36048
Q12523	P04076
P34248	P38987
P32633	P32472
P40535	P53051
P30775	P27636
P49089	P32529
P47127	P32457
P52920	Q06405
P50942	P38349
Q06525	P38222
P50088	P38199
P53249	Q06143
P36143	Q3E7A3
P40354	Q05506
P34233	Q12511
Q00618	P32466
P40342	Q03855
Q01802	Q12244
P07283	Q06156
P40095	P32626
Q99207	P17121
P20486	P38716
P26785	P30620
Q08004	P11633
Q05635	P38793
P32829	P25370
P38625	P32357
P38934	P41901
P25354	P40858
D6VPM8	P38121
P46681	P51996
P35729	P40079
P22138	Q03220
P39107	Q06685
P47181	P40450
P42833	Q12220
P36002	Q12093
P41817	Q07993
Q06567	P34241
P08678	P36005
P39538	Q12524
Q12171	P53079
P32334	P46683
P43633	P32492
P53881	Q3E846
Q12463	Q04089
O13329	Q3E7C1
Q06504	Q04925
P36052	P40014
Q06411	Q12019
P36123	Q08269
P39998	P53980
P38805	Q12248
P38773	P36088
Q07622	P53125
P40077	P13365
P53969	Q06506
Q08907	P38263
P40858	Q06598
P32621	P35817
P06773	P43555
P39724	P40367
P38931	Q12408
P40572	P38782
Q08961	P47079
P18411	Q12398
P39010	P22579
P53739	Q07897
Q92328	P07276
P24309	Q03649
Q12415	P50107
P36124	P38720
P47042	P25502
P53137	P23776
Q02890	Q12374
Q12071	P47115
P53858	Q08579
P37898	P53971
Q12194	P53875
Q06639	Q12427
P38778	Q12351
Q12145	Q03050
P0C2J0	Q99385
P47120	Q01217
P52917	P54005
Q05892	P10961
Q08634	P38866
Q07895	P07866
P18544	Q03697
P40896	P32855
P11986	P53741
P31385	P33413
P42840	P38850
P39721	Q07921
Q12239	P38837
Q05949	P42900
P34226	P53066
Q05863	Q12482
P32767	P36062
Q02804	Q04149
Q03674	P36035
Q07928	Q08214
P38431	Q08773
P36008	Q99222
P49955	P38147
P40029	P07283
P53964	P25610
P43321	Q06469
P40219	Q12317
P42073	P31539
P39979	P02294
Q06251	Q05934
P39004	Q00764
P19158	P41895
Q12328	P29465
P36052	P36048
P46677	Q12415
P31376	Q99177
P47169	P0C2I4
P47165	P36047
P38211	P53133
Q3E744	P43588
P14747	P53730
Q9URQ5	Q08673
P24814	P06738
Q05854	P40078
P53252	Q08750
P33331	P14291
Q03823	P05739
P40357	P29469
P53095	Q3E828
P89113	P43607
P23615	P40583
P32332	P47108
Q12033	Q07980
P53920	P53283
P53209	Q03799
P39109	P36137
P40893	Q08754
P53174	P38881
P30283	P39016
P40058	P08004
P43682	P34161
Q08921	Q04121
Q08347	P14905
P43610	P53201
Q02873	P38231
P38890	Q07349
P32770	P53832
Q2V2P1	P38280
P35127	P54786
Q03246	Q12200
P32785	P25297
P25621	P00546
P13712	P0CD90
Q12018	Q06651
Q04201	P53037
P38230	Q3E7X9
P38861	Q07451
Q06179	P40204
P20053	P49367
P47014	P40577
P24309	P53224
P32337	Q07798
P42934	P06208
P34232	Q07821
P25036	P24870
P15624	Q03941
P53227	P49167
Q12091	D6W196
Q04182	Q08485
P13711	P39936
P21651	P40366
Q03067	P38225
P26570	P33315
Q03503	P38934
P04046	P34227
P32344	P38196
P39102	Q03640
P43555	P16661
P50946	P00498
P47144	Q05610
Q3E791	P53914
P53757	P32190
P47085	P38723
Q12328	P07253
Q04406	Q92392
P22082	Q02969
Q07505	P32334
P53844	P27466
P53274	P32474
P47064	P11412
Q08989	P25569
P32644	Q07540
P20436	Q12285
P38744	P46964
P17123	Q12184
P36035	P42073
P24309	Q08446
Q06689	O14464
P33411	Q12163
P07269	P32450
P39083	P39931
P12683	P54858
Q08974	P36149
P39523	P38212
P32047	P54783
Q12100	Q05791
P35843	P21560
P13186	Q08224
Q03201	P40208
P38120	P25385
P61829	Q01649
P40077	P80210
P51998	P23202
P50087	P12688
Q12300	P29461
Q02783	Q12222
P38966	Q99207
P61829	P43586
P22515	P53081
P38115	Q12150
P53254	P33328
P43132	P38231
P37262	P43613
Q12296	P32832
P05748	P25383
P13185	P11972
Q02770	P43616
P20095	P40959
P53065	Q06708
P38215	Q12361
P25374	Q03153
P38833	Q02642
Q03525	P25606
Q02486	P17891
Q04225	Q05543
P38249	Q03898
P32361	Q04322
Q03323	Q08723
Q08045	P25386
Q03201	P32571
P36034	P54860
P53047	P33419
Q03180	P38120
P13517	Q06010
Q03691	P40105
P32643	P36525
P38291	P38767
P50095	P47125
P39548	Q03690
Q10740	P28003
P21524	Q08281
Q2V2P2	P40155
Q12453	Q07904
P47058	P53964
P53227	Q04934
P00549	P38741
P39077	P11746
P40529	P17649
Q06505	P38153
P40570	Q04598
P39971	P40007
P40478	P32912
P06786	P53843
Q3E792	P25371
P38841	P19541
P53125	P47068
Q96VH5	Q3E737
P53329	P18851
P52867	Q08817
Q03856	Q03900
P32343	P06775
P39723	P34224
P38996	P38200
P53397	P47103
P16649	P38144
P32318	P13517
P40161	P34111
Q04066	Q06608
P35193	Q04429
P25555	P13382
P38140	Q12146
Q03557	P25607
P53244	Q06604
P33201	P32588
P06773	P42826
P25605	Q06505
P32573	Q03776
Q08693	Q08416
P23254	P18961
P53319	P25270
Q06142	Q08986
Q02207	Q9ZZW7
P40528	P09938
Q03652	Q07653
P32449	Q12121
Q03976	P39729
Q12504	Q3E7B3
P40988	P18562
P47128	P53207
Q04894	P25342
Q12373	P38738
P43589	Q05949
P46679	P40087
P47125	P06839
Q03956	Q06089
P41800	P33760
P52489	Q12309
Q12524	Q08278
Q12464	Q06217
Q04697	P33550
P38866	P53168
P53735	Q08227
P22579	P38620
P53051	Q01476
P10870	P04806
Q03835	P24000
P29461	P40486
Q12274	P38293
P26754	P43614
P07236	P32387
P47032	P00856
P39007	P32626
P38332	P32450
P34217	Q05676
P38139	P38250
Q12374	Q08748
A5Z2X5	P08524
P36170	P36525
P38250	Q12164
P39715	P54783
P39009	Q04182
P07255	Q02983
P25036	D6VTK4
P20840	P02557
P40459	P39744
P35202	P36517
Q12672	P38349
P07347	P41697
P39966	Q12425
Q8TGQ7	P22211
P47008	P52488
P40438	P43621
P11154	P27344
Q08887	Q12329
P41735	Q3E776
P32902	P38987
Q06624	P00927
P53944	P53124
P07253	P39969
Q04364	Q06525
P53305	Q06390
P54070	P40991
P36088	P43616
P25618	P12688
P39925	P32902
Q12063	Q04199
Q12146	P53891
P54000	P40023
P38921	P32559
P32569	P07213
P32453	P00410
Q06697	P32862
Q08962	P41835
P06779	Q12531
Q3E7A7	P53058
P0C2J0	P29539
P23833	P38234
P38180	P34241
Q12347	P21801
P32792	P22217
Q99176	P18962
P39000	P38858
P27825	Q2V2P0
P39958	P08539
P38967	P40041
Q00816	Q12342
P38998	P53946
Q08444	P39564
P38693	Q12485
P53196	P35207
P53955	P38890
Q12373	P22202
P53920	Q03124
Q06640	P31383
P34225	P41819
Q08831	P32591
P47182	Q04304
P25037	Q03769
P53754	P32861
P36156	P40505
P43554	P34758
P19073	Q05854
P50861	Q07887
P25515	P30402
P0CH64	Q02979
P53241	Q08245
Q08650	P14693
P47123	P31386
Q06702	P50277
P38226	Q07872
P40470	P53071
P54854	P31377
Q08270	P39006
P40003	Q06704
Q12502	P32915
P35201	P53889
P32769	P40208
P32791	P04387
Q12009	P53719
P0CE85	P32570
Q08909	Q05635
P33750	P41819
Q04599	P24813
A2P2R3	P85052
P53301	P32943
P34167	Q12415
P16522	P43573
P16120	P40355
P54005	P39535
O13577	P38264
P10614	P43586
P23642	P53201
P38758	P41816
Q3E7Y6	P06208
Q03860	P29029
P53725	P21734
Q06224	P06700
P28274	Q9ZZX0
P39731	Q12495
P36106	P47133
P40516	P0C2I4
P40169	Q00916
P87287	Q04814
P36053	P46681
Q99296	P39744
P54780	P22855
P36006	P53304
P28240	Q06608
P53981	P38689
Q06674	Q99220
P25584	P39960
Q05635	P53064
P53969	Q03557
P53755	P28777
P01119	O13511
P43621	P32328
Q07878	P32901
P53823	P20433
P40585	P42941
Q06107	P38853
P20081	Q03818
Q01684	P40092
Q3E834	Q08980
P36015	P40059
P38305	P08019
Q12386	Q03161
Q12108	Q04693
P30402	P25619
Q06070	P39718
P40308	Q03071
P53844	P40517
P34246	Q06629
P12688	Q12496
P38765	Q04005
P51996	P26754
Q12745	P25297
P32910	P39729
P18408	P25046
P23493	Q12512
P33315	Q08300
Q02598	P32912
P39551	P22543
P14906	Q02866
P38205	P07263
P25606	P32448
P32579	P18562
P39001	P53164
Q05568	P40078
Q06137	Q12280
Q04740	Q04223
P40042	P32504
P47035	P53904
P35190	P38852
Q12017	Q12182
P41544	P40344
Q99248	P31381
P36154	P25371
P50078	Q06390
P50091	Q12515
P40465	P32604
Q03759	P41911
P32377	P39004
P38863	Q04461
P22139	P06738
P00546	P14843
P24870	P40015
Q05637	P08638
P34241	P26793
P38633	Q12345
P32331	P06787
P08525	Q06813
P48606	Q06204
P25642	P40447
Q12285	P22147
Q12745	Q12311
P40548	P53318
P10664	Q12052
Q03760	Q03707
P32471	P22149
Q08004	P25605
P43574	P07213
P32643	Q8TGM6
P38907	Q08108
Q12216	P08468
Q02776	P39969
Q06147	P42843
Q03722	P38921
P41833	P38126
Q06208	P39004
P43625	Q04598
P33317	P30775
P40518	P26785
Q08278	P46965
P12687	P47144
P38082	P25584
P25584	P38777
P25605	Q06815
P25386	P25588
P38219	Q12447
P53235	P38205
P48235	P22579
P49704	P00830
P40453	P15108
P32454	P32342
P53065	P40514
P38336	P36131
P39992	Q07074
Q05473	Q08993
P39015	P38915
P39954	P00854
P25719	Q12494
Q04925	P43582
P43534	Q08417
P38042	Q12218
P14906	P38987
P40573	Q03407
P21623	P39744
P50112	Q06537
P36014	P36039
P53871	Q12300
Q05024	P39731
P42940	P38962
P53861	Q03631
P27654	P33298
P47064	P10962
Q07716	Q99316
Q8TGU5	P33412
P38067	P40096
O13511	P47065
P25451	P53962
P40491	P14742
P47081	P32419
Q07684	Q03281
P47152	P33751
P89886	P00127
Q06247	P33750
P39939	Q04471
P42950	P53036
P13574	P38216
P38751	P46670
Q12205	Q99177
P53199	Q01722
Q12441	P17536
Q04781	P38719
P16370	Q12320
Q08465	Q02805
Q3E828	P0C074
Q12500	Q06010
P42944	P40156
P36169	Q07872
Q04201	P38738
P08518	P36087
Q12072	Q04120
P23301	P38314
P38113	P38623
Q04006	P35190
P38902	P46946
P25625	Q07454
P35056	P33298
Q86ZR7	P32641
P38820	P40019
Q08777	P25611
P19736	Q03818
Q12027	P09624
Q12375	P17967
P32776	P36033
P46996	P40102
Q02883	P35995
Q06819	P40065
P36090	P17122
P16151	P0CT04
P53285	P40578
P40107	Q08919
Q12001	P38744
P39983	Q12156
Q01855	Q07555
P32613	P53942
P35180	P40566
Q03338	P32344
Q04083	Q03942
Q12396	P33314
P38838	P38235
P32772	Q00873
P40558	P26786
P31115	Q12083
P33750	P28627
P14164	P25336
Q12100	Q12499
P53074	P25623
P13434	P38821
P38623	Q08954
P48568	Q12452
P47149	P07236
Q12255	P48559
P38911	P32331
P24280	Q3E7Z4
P31376	P16140
Q08219	Q06146
Q6Q560	Q06678
P48565	P38859
P35688	P43123
Q05080	P39936
P47001	P52870
P53981	P33323
P22803	P32789
P0C2J0	P54003
P15436	Q02724
P38273	Q08270
Q04500	Q04172
P53861	P43614
P32191	P52290
P40040	Q03619
P32356	P40583
P32350	P46983
Q06436	P41546
Q05775	P35200
Q08906	P32526
P53117	P53933
Q2V2Q1	P11978
P14724	Q06817
P08456	Q06417
Q12129	P38236
P22353	P13181
P22108	P43595
P01120	P04387
P38081	P21375
P53905	P39718
Q9ZZW7	P07275
P36033	P05030
P32781	Q12367
Q06333	P41909
P32377	Q03653
Q03630	P41814
Q08826	Q08951
P43636	Q08548
P32464	Q08224
P38772	Q12342
P40500	P38361
P38201	P32383
P38783	P06786
Q02793	P53257
P30624	Q12270
P35206	P40553
P36155	P53329
P53298	P38891
Q07074	P25616
P31334	P53746
Q12380	P36164
P39970	P40567
Q02647	P38887
Q8TGU7	P38817
P89114	Q08962
P52892	P11978
P32611	P40053
Q12527	P48232
P32899	Q99344
P33412	P40573
Q03761	P25040
P14743	P11978
Q3E829	Q08702
Q3E7A9	P47079
P08964	P14843
P25443	P40474
P08431	P38282
Q03798	P14922
P40186	P53045
Q08774	Q12044
Q06636	P47143
P00175	Q04093
P53090	Q12181
P53195	P31111
P54857	P33891
P40529	Q06819
P35727	P33323
Q03233	P06244
P20437	P54854
P05750	P34230
P39983	Q12018
Q3E747	P38123
P53294	Q03212
Q04052	Q12485
Q08647	Q12690
Q06537	P32452
P38804	P47034
Q08230	P53292
P40040	P25036
Q04839	P38744
P38234	P40157
P05626	Q08952
P04173	P40165
P53188	P39734
P53388	Q12527
P43619	Q07950
Q04894	P40360
P53914	Q03629
Q12317	Q06822
P38238	P38109
P21826	Q03784
P36165	P53309
Q12102	P38737
Q06580	P18962
P14741	P53165
P41543	Q03532
Q08685	P03875
P17214	P54007
O14468	Q08686
Q03774	Q07988
P42826	P21147
P38900	P40473
P40357	Q06644
Q07660	P32781
P38196	P40364
Q96VH2	P32367
P32657	Q99177
P32591	Q03529
P22580	Q06102
Q00381	Q06648
D6VPM8	Q01532
P17121	P41805
Q04697	P28519
P40024	P32598
P47163	P38304
P32607	P53883
P25369	P25610
P41833	P32347
P07253	Q03516
P53238	P32909
P22007	P32480
P43591	P39996
P46988	P32339
Q06132	P46985
Q12310	P24280
Q01329	P46985
P35723	P22543
P16474	P50106
P32836	P09880
Q04338	Q06201
P06105	P53215
P38288	P0C289
P53264	P25719
Q01649	P38255
P40006	P33200
P42844	Q08702
Q08925	P15807
P53187	P50106
P32463	P53920
P33322	P38890
P34220	P53281
P25453	P53128
P39962	Q03764
P40070	P40955
P53304	Q03148
P0C2I3	P06839
P17891	P25381
P41816	P50275
P41696	Q08416
Q06251	P38624
Q05827	P22136
P0C0W9	P46970
P12383	Q06103
Q08773	P36036
P43537	Q07953
P39540	P53210
Q99234	Q12067
P62651	P53747
P41805	P43603
P40010	P53193
P25612	P40438
P38701	P48445
P38126	Q08930
P53188	P36017
P37302	P02557
P36019	P33328
P19658	P29461
P25354	P35996
P06174	P04710
P04710	Q08225
Q6B2U8	P50111
Q12305	P53326
Q04089	Q03306
Q06150	P53177
P46784	Q08969
Q2V2Q2	Q08750
P25342	Q04359
Q06604	Q05812
Q05779	P25343
Q3E817	P32900
P25390	P35198
P25574	Q12143
Q12221	P08417
P40054	P43611
Q12010	P35192
P39984	P28241
P38217	Q12328
Q06698	Q12138
Q07978	P36093
Q07904	P38754
P53045	P38315
Q02326	P25381
P32588	P37297
P40446	P34219
P36101	P32447
P53740	P07273
P53040	P25566
P53909	Q3E7B6
P46151	P05743
Q12265	P11655
Q12244	P53058
P38307	P40079
P38881	Q12143
P35736	P28742
P32449	Q05905
P24814	P49167
P22148	P40485
Q02205	Q08904
Q03079	Q08689
Q99220	P32522
P32896	P53081
P38814	P32388
P43563	P22108
P04076	P38196
P47165	Q3E6R4
P17214	P30619
P53721	Q04399
P39928	Q05905
Q08157	Q06328
P34247	P32801
P40518	P06244
P32643	P38123
P17890	P38282
Q12363	P40063
P14127	P0CF19
P40089	P39106
P38805	P38073
Q08282	Q04602
P13393	P01149
P30822	P38260
Q12487	Q05584
P47049	P47095
P40573	P21595
P25359	Q03771
P16661	P48235
