Q5FBB7	P14316
P27695	Q8TEY7
Q15311	O94763
O15151	Q9H0M0
O95218	Q9Y3B2
Q8WVX3	P09622
Q9P2Y4	Q96HY6
Q9Y651	P31269
Q96N95	P11532
Q9NZT2	Q9NP66
Q9P0N8	P63316
P23526	Q5TCQ9
Q96F86	Q9BXS5
P11684	O43592
O75843	Q9ULX6
Q9NX04	Q9BZS1
P51814	Q9NSY1
P23582	O43822
Q13884	Q8TAA3
P31273	O43542
P42685	Q13200
Q9H467	O60315
Q9BYP7	Q92552
Q8WU79	Q96IZ5
Q9Y597	O60481
P00441	Q9BZ67
O95218	P10071
O60884	Q8IUH5
Q05639	Q96MG7
Q13011	Q8WTW3
Q9Y385	Q5H9R7
O43303	P40337
P49815	O15054
P62258	O00401
Q9UI47	P17948
Q9H0E7	P54277
Q6P499	O95256
Q5H9L4	Q15573
Q96PU5	Q9NXH9
Q9NVD7	Q9BSH3
Q8N3R9	Q13573
P28065	P52815
P98164	Q8IXZ2
Q6P9B6	P51787
Q6NZY4	O60573
Q96S65	Q9BT78
Q86VN1	Q10570
P05181	Q9NXW9
Q9H0F6	Q9UKG1
Q9Y3L3	Q8NI27
Q00587	P16083
Q96CW1	P46783
Q9BWG6	Q9UHR6
Q5H9R7	P81877
P61966	Q9P031
Q96B23	Q92665
P51858	Q96A56
Q8WUU5	Q9BYD3
Q9NYF0	P31350
Q8WVM7	Q6PCT2
Q9P2I0	Q9NXF1
Q12923	Q6IA69
Q9UK53	Q6PGQ1
Q2M2I8	Q53GG5
Q8N1E6	Q9BXM7
P12318	O15126
Q9UBQ0	Q9Y3A3
Q9Y6C9	O75390
Q9H7L9	Q86VI4
Q8N8N0	Q0VD86
P56282	Q9NQT8
O00268	Q8WTU0
O15068	Q9UKT4
Q9UQR1	Q15811
Q9Y3A3	O00483
Q96BY7	Q9NY33
P00540	O43739
P24534	P41219
Q99909	Q5TD97
P01138	P60409
Q9GZY0	Q9H4E7
Q15329	P50539
O43298	Q9BWN1
Q8N1L9	Q03135
Q9UGM3	Q86TC9
Q9HC29	Q9BQ24
O94915	P18031
Q9H269	Q5SW79
Q96B02	Q9UKI2
Q6EEV4	P02649
Q69YH5	Q8NB15
P04156	P54274
P04183	O75533
Q96AJ9	O60610
Q9NQ33	Q9NVA1
Q08499	P32321
Q96Q83	Q9BSH5
Q149N8	Q15375
Q9NR33	Q92817
Q92636	O95050
O15020	P29460
Q8N2W9	Q9Y316
Q6ZVD8	Q92538
P13236	Q9H792
P55036	Q9H553
P35659	P46734
Q5RKV6	Q9UHP3
Q14CS0	Q9BQQ3
Q96HR8	O43255
O75150	Q9NRA8
P56278	P60468
Q14781	Q6NXT1
Q14152	Q6ZVK8
Q12913	O75886
P20340	O95980
P61758	Q02535
Q8N5U6	P07359
Q969H4	Q5TEU4
Q9UBC1	Q86VZ6
Q9BWW8	P10809
Q96FV9	P08579
P04424	Q9BXM7
P30084	Q5JWF2
Q14896	Q8N9N2
O15409	Q8IWR1
P48169	P57105
Q15542	Q9BVI0
P26640	O15503
Q16665	Q9H334
P01303	P49840
P49715	Q7L273
Q8IZU0	P36952
O96013	Q9UN30
P14317	Q04206
Q7Z6J0	P49450
P49798	Q7KZ85
Q5H9R7	Q9UGK3
Q86XI6	O60678
Q9UBI6	Q99967
Q15777	Q15435
P49790	P35372
Q14494	Q9UK45
P48357	Q9NUX5
O15078	Q9Y4E5
P55084	Q12768
P63000	Q9UBV7
P08240	Q9H4D5
P55209	P21860
Q96B36	Q9Y2Q5
Q5JWF2	O75190
Q99549	Q86WR7
Q9UIM3	P21246
Q8N0Z3	Q52LA3
P08684	Q9Y490
Q75VX8	Q8NCX0
Q9NX01	P08473
Q92674	Q969L2
P37231	O43791
Q71F56	P43115
Q4KMQ1	Q14011
O15294	Q92600
Q6PCD5	Q9BRG2
Q9UMY1	Q13029
Q6NYC1	Q96AJ1
Q96JB5	Q9UHV7
P18847	Q96HJ9
O95872	Q9H4E5
Q8WYR1	Q5JTW2
Q9P0R6	P22670
P13612	Q9NXJ0
Q06547	Q14232
O60907	P42773
Q5T6S3	P12755
P06850	Q14573
O95171	Q9H3H3
Q9UPZ9	Q9UI09
Q8NI29	Q6ZW49
Q8NA54	P49418
Q9Y4P8	Q9Y2Q3
Q9HCS7	P48380
Q9H8M2	Q9BUZ4
P49703	Q9H7L9
Q7KZF4	Q8N3J5
Q9UHB4	P62993
Q9HC52	O43818
Q14118	Q8TAQ2
P52657	Q6PIJ6
Q15545	Q9HCE1
Q53F19	P01579
Q9NWS0	Q9ULJ7
P04271	Q96NE9
O95751	P09496
P43378	Q9UM54
P31947	Q8NEU8
Q6P4Q7	P16234
Q9HCU8	Q96Q77
Q8IYI8	Q9NVF7
Q9UJX6	P48436
Q9BYZ6	P00540
P78545	Q05516
O43236	Q93008
P98177	O15047
P48553	Q8IU81
O43567	Q9HBG6
O00213	Q03111
O94810	Q05D60
O00159	Q9H2P0
Q9H8S9	Q96AT1
Q9Y239	Q13206
Q9ULM3	Q9H1K1
Q9H832	P52630
P04271	P52815
Q9HC98	P48507
O76031	Q00613
Q05086	Q96MT8
P41271	P13693
P10809	Q9GZZ1
P16455	Q9NYM9
Q8NHZ8	Q8N4P3
P34897	P24522
O43914	Q9HCS7
Q9UKW4	Q96T49
Q68CZ6	Q16890
Q9UHY8	P68543
Q9BZW7	P53611
Q6ZUT1	Q9UKG1
Q9Y3S1	P60228
P06213	O14782
Q9UBK2	P15391
Q9UGP4	Q03111
Q03188	Q9NZE8
Q9Y3B7	Q5JS54
P04180	Q8N8B7
Q7Z4I7	Q92541
Q13794	Q9UM73
Q9NRS6	Q06190
Q6P3S6	P49765
Q8NF50	Q06124
Q8NC24	Q9BV97
Q14249	P13349
Q92558	Q14126
O95872	Q9NW08
P82912	Q6NUN9
Q15528	Q15669
Q14814	Q8TAM2
Q13257	Q8IYS0
Q9Y5X0	Q8WUK0
P01241	Q9BTL4
Q53TQ3	Q15345
Q9H1B7	Q16559
O94886	Q8IVM0
Q9NW08	Q9Y566
P62324	P46934
Q9H0Y0	P01023
P98077	Q13625
Q96Q77	Q92995
Q96MW1	Q8TAE7
Q12791	Q9ULM2
Q9NX08	Q03112
Q86UT6	Q8IY31
Q14126	Q9BSU1
Q9H869	Q8WXH0
O75319	Q8N8N0
Q13617	P55957
Q9BPU9	P55273
P51681	P40426
Q8NBM4	Q8IV20
P07384	O60508
Q16649	Q9P2J8
Q9BSH3	Q5VUJ6
Q6MZT1	Q5JWF2
P06737	O00443
Q9NQR1	P61978
Q9UFD9	Q08170
Q15583	P55199
Q6PEV8	P03950
Q5T4S7	Q14721
Q96NR8	Q96RS6
Q96T68	Q9HCK5
Q8NEE6	O60240
Q8IXM2	Q86VS3
Q6IAA8	P62312
Q6NXT1	Q13642
Q96KN7	Q5VVX9
P13805	Q16531
O75815	Q9BRU9
Q99714	Q5I0X4
O43482	Q14201
Q3KNV8	P32320
Q14694	Q92564
Q01543	Q9H867
P62699	Q8NAV1
Q15398	Q15904
P03886	P54253
Q7Z465	P21917
Q15116	Q9H9Y6
Q6KC79	O94955
Q8WXG8	Q71F23
P51946	Q5XUX1
P30039	Q8TED1
Q8N122	Q9UQ26
P10451	Q96Q83
O94782	Q6UB98
Q8IXI2	Q9BUE0
Q6IE81	Q6PK18
Q5SY16	O75503
Q14203	P53801
Q9UIL1	Q99961
Q9UPY5	Q6P3S6
Q9UJQ4	Q14657
Q5VZM2	P19320
Q13330	Q9NUC0
Q92985	Q5T7P3
P53804	Q86XR8
Q9UI09	Q5T7W0
P09529	P30154
O75167	Q9HBW0
Q06643	Q9Y676
Q96LR7	Q99640
P55735	O15143
P06753	Q13156
P60891	Q99627
O14657	P20290
Q9BX63	P20336
Q9H1D9	Q96A05
Q9UQC2	A2RU67
Q8NFG4	Q6P9H4
Q16718	P15036
P23409	Q15116
Q8TDR4	P10636
O95166	O00560
Q12891	P01579
Q9H469	Q9Y333
Q96HA8	Q9C0E4
Q04759	Q9UHR4
P78345	Q06187
Q9Y2E5	Q86VQ0
Q9Y333	Q70Z53
Q7Z6L1	Q13094
Q9GZN1	Q96T21
Q0D2I5	O60942
Q9NV58	Q8N5M9
Q8TCU6	Q9NY72
P33993	O43684
Q9NQC3	Q15672
Q96RN5	P10912
P49458	P38919
O95619	Q9NRY4
Q9NU19	P30622
Q8N9I9	Q8TAA9
Q13496	P27635
Q5VWQ8	P15056
O60220	Q14232
Q9BRT3	Q96DV4
Q0JRZ9	Q14CW9
P49005	P20618
Q9P2J9	Q8NFH5
Q96KP6	Q9UIQ6
Q8NDN9	Q8IWE2
Q15345	Q9NR81
Q15257	Q8N490
Q02241	O95167
Q3ZCQ8	P26358
Q8N7X8	Q9UI08
P14543	O60832
Q9NQY0	P48200
Q5TGY3	Q8IVA1
P51530	Q9Y294
P61421	Q9UKA8
Q05923	P49815
Q9BT40	Q96EV8
Q8TEC5	Q9UL19
Q9P2D0	Q9UBS8
Q9HCH5	B2RXF5
Q9BRT2	Q8IX01
O95183	Q8TBE0
Q86Y91	P35125
Q8NI29	O95872
Q92750	P14317
P19438	Q16204
O00330	Q9Y232
Q7Z2W9	Q9Y275
P24863	O60516
Q17RD7	Q9BRR8
P41227	O43639
Q8WXA2	Q96DC7
Q70IA6	O15503
O75317	Q9Y6B7
P78352	Q96L08
O75943	Q9NSA3
Q6ZRY4	Q969S0
P17612	O43426
Q13190	P29373
Q96CG3	Q96MF2
Q8N6L0	Q9H7Z6
Q9NZD2	Q9NWQ4
P23458	P10809
P12268	P55060
Q9NZ42	Q9P104
Q9NX01	Q9BQB6
Q99798	Q6PJE2
Q16186	Q8IXB1
Q5T7V8	A0AVI4
O75344	O15144
Q9BXW9	P82912
Q06418	Q96K30
Q6ZSY5	Q9NYF0
Q15527	Q9Y6G3
Q6P2C8	Q13322
Q9Y295	O75323
P27694	Q95460
O94886	P43034
Q9NV31	O00206
P17029	Q14CS0
P35354	O43809
Q13901	Q9BTE3
P63316	Q9UHK0
P68036	Q8TBB1
Q96EY8	P51784
P06746	Q05516
Q9BZE0	O75448
Q9BXL6	O00257
Q02241	Q6FIF0
Q9H8S9	Q9NZQ3
Q08211	Q9H6Q3
Q9NQG6	Q96AG4
Q96RU7	Q06432
O95067	Q8NEG0
Q9H201	Q8NC96
P15509	Q8WUJ0
Q8N5L8	O75807
Q9NRP7	Q96S59
Q86YV6	Q9UPN3
Q92523	P09564
Q92729	P55769
Q13610	Q9Y2D8
O00327	Q92734
O95155	Q9UPU9
Q9BTP7	Q9BX70
P46939	Q9BXH1
Q92887	Q9Y4H2
Q9NZU7	Q01543
Q9H8W3	Q9H0M0
P52333	Q96NR8
Q9UBP0	O96008
Q9Y5K6	P24385
P51636	Q9Y6Y9
P35232	P55291
O95786	Q8IXM2
Q99613	Q6P1X5
P41182	Q5T6S3
O60269	Q16666
P17029	Q92766
Q13347	P40763
A5D8V6	P19438
Q9NX95	Q13162
P01111	O43310
P21452	Q8WUP2
Q12815	O95905
Q9Y546	O15488
Q8IYD1	Q96FZ2
Q5PSV4	O60566
Q8N3C0	Q9BUU2
Q15047	Q6WKZ4
Q9UQ84	Q5JWF2
O43294	Q8WU79
O43156	Q6EEV4
P35606	O60603
P59998	Q8TD31
Q9BVC4	Q6ICG8
Q02156	Q9H165
Q9NRP7	Q9BW27
P19878	Q8NA61
Q9BX82	P54829
P54709	Q96HL8
P31273	Q16478
Q9NPC3	Q9BVW5
P55201	O43491
Q92665	Q9Y3B4
Q9HCY8	Q8TCZ2
Q9NUL3	Q5T7V8
Q9UBN7	Q13546
P23352	P78344
Q9Y312	P08684
P51114	P26045
P50897	P78347
Q96HB5	Q9UKV3
Q6PGQ7	Q9UHA4
P28290	Q9BX70
O00487	P00558
O95243	Q86YR5
P61313	Q8TEV9
O94829	Q9NYB9
O94817	Q9NW61
Q9UBP6	O60240
Q9H9E1	O95947
Q9GZN8	P42684
P02730	Q9NYL2
Q8NI38	Q969P0
O95848	P50453
Q9BRK5	Q9HCY8
P52333	Q9UBT6
Q13439	P51991
Q9H175	P30531
Q13470	Q9C0A6
Q8IY57	P51858
O43426	Q8NAV1
P25445	Q15047
Q96FQ6	Q7Z6J6
O60547	Q9NX63
P01033	Q9BUN8
Q9Y5P3	Q9Y383
Q8N8K9	Q9BTY7
Q96AA8	Q00587
Q04864	O43805
Q96K30	Q14686
P17482	O43186
O95865	Q9NRW7
O43281	P49639
Q9Y4Z0	Q9BSC4
P19387	Q9H553
Q4VCS5	Q86WR7
Q8IY42	Q12879
Q9H4L5	P62993
Q12791	P10275
P28065	Q15768
Q8IYD8	Q6NT76
P62269	O95279
P05783	P57086
Q8WWB3	P09917
Q9Y6I3	Q92845
Q9BRX9	O00159
P0DTW1	P36896
Q8IZQ1	P00519
Q9UMY1	O96006
P19174	P98175
Q9GZV5	P51677
P23284	Q92904
Q5T655	O95478
Q9NZ43	Q6P9B6
Q9H9Q4	Q9BYE7
O96011	P78527
O43818	Q9H8N7
Q92551	P08581
Q7Z6L1	P55273
Q9H8E8	O60884
Q9Y3B6	Q96FI4
Q9BVG8	O43292
Q8N6Y0	Q9UKT8
Q00872	Q6XD76
Q8WWN9	P19447
P05455	Q15040
P21580	Q9NSB8
Q86WT6	Q86TB9
P46459	Q9UGK3
P19388	Q96T49
Q8N5Z5	Q6Y7W6
P46777	Q8NBM4
Q5QP82	Q9BT67
P23763	Q96SL4
Q04637	Q9HD26
Q53GL0	P23763
Q6P1W5	Q86WN1
P62258	O95214
Q9BXY0	Q9BU20
Q9C0C7	Q8N5I9
P34897	Q8WUM0
Q9NRN7	Q8N205
O75386	Q9HBZ2
Q9BZM1	P04234
Q96RK0	P78527
P28360	P98077
Q86V20	Q9NP84
Q06432	P07101
Q9UIM3	P29475
O75531	Q8IWU4
O43623	P04264
Q14397	O00268
Q9C0C7	P50151
P82933	O96020
Q9H147	Q5HYK3
Q10586	P33316
P16591	O75409
Q9Y6N7	O00311
P17658	Q8N5C8
P60866	Q9H8M5
Q8N5J2	Q9GZM5
P15172	Q8TAE7
P05230	Q9NQ31
Q9NP97	P61011
Q9HCK8	P35916
Q07011	Q9BV73
Q8N5J2	O94985
Q96KE9	O00541
Q7L804	P15056
Q13492	P00749
Q8N3J5	P52657
Q9ULZ1	O94988
Q8TD17	Q5TCQ9
Q9BWT1	P42704
Q9NY27	Q9Y624
Q9NY27	Q9P278
Q9UPU9	P57105
Q13576	P32927
O95990	Q9NXZ2
Q9UNE7	Q8NI27
Q96QG7	O76038
Q9H9S0	Q01664
Q6P3S6	O60331
P04180	P42696
Q12934	Q53QW1
Q12798	O75177
Q99075	P62324
O94874	Q8TD08
O95477	O43255
Q00987	Q6UWZ7
Q9UK11	P11441
Q96DZ9	P04156
Q9BSU1	Q8IYD9
O75716	Q8TBE0
O00151	Q96IG2
Q9UJQ4	Q8IY42
Q9Y275	Q9H0U6
O95644	Q96DI7
Q7Z7B0	Q9H0E3
P21359	P06858
Q96HA1	Q9H6Y7
Q96GC6	Q14526
Q6SPF0	Q68D86
P52735	Q9BWW8
Q13123	A8MQ03
P82930	Q5T686
Q6ZV73	O14775
P51814	Q8TES7
P20290	Q15056
P06276	Q92871
Q96BH3	Q86U42
P48146	O00273
P0DPB6	P84077
Q504U0	O75830
Q9UHC6	Q969H4
Q5UCC4	Q9BRR9
P07307	O14807
Q0VD86	P21246
P24539	Q9NQ66
Q9NRM7	P21399
Q9BUB5	Q9UPT6
O00631	Q9Y4X4
Q9UNH6	O15455
Q9Y5K8	Q86TM6
O75152	O14727
P21246	Q9BZV1
Q9UMS6	Q9H869
Q5J8M3	Q9UHB4
Q9HCN3	P13010
Q71RC2	Q96RS6
Q9H3U1	Q8NC96
Q16795	Q9GZX7
Q99832	Q96D15
P30291	Q2TAK8
Q9UHX1	Q8WXE9
Q9BYW2	P19086
Q16288	Q8WTW3
Q53HC0	Q99570
Q86VZ6	Q9BUB5
P54725	Q9UNZ2
Q92994	P09110
Q96KR1	P0C7X2
Q02833	Q9Y265
Q9Y3N9	Q9UNE7
Q8IY92	Q14814
Q9UKT9	P11441
P49840	Q96JN0
Q96PU8	P16234
Q9BVT8	P29074
P36955	Q8N720
Q7L2J0	Q9BXL6
P41743	Q9Y5Q8
Q9NV70	P02792
Q96SN8	Q9NPH2
Q9BYE7	P07510
Q8IVD9	Q96S65
P48050	Q9H147
Q05195	P09681
Q96S79	Q92830
Q8N5M9	Q8N7H5
O43660	Q16576
P62854	P61328
Q9Y333	O00161
P20809	Q9H706
Q6WKZ4	O15020
Q96KQ7	P51688
Q9NZN3	Q8N6D2
Q86U70	Q9H410
Q969L4	Q13077
P51825	P49901
Q92888	Q96RS0
P52333	Q08426
Q9HCE5	P51946
Q15078	Q12982
Q15366	Q8N3I7
Q96CU9	P09417
Q96RR1	Q12926
Q9Y265	Q9Y5R4
Q8WVS4	O00483
P56962	O75582
O14662	Q12802
Q96H20	O95363
Q9H6L5	Q9BY67
Q16825	O95900
Q9NX08	O75607
Q9NRR8	Q8IZC7
Q9NU23	O95149
Q15118	Q7Z6J0
Q96B23	Q92783
O43264	Q5VUJ6
Q14653	P21452
Q9Y6G3	P17936
Q9Y2K7	Q9Y2U9
P32004	P35638
O95198	Q9Y4P8
Q06323	Q3V5L5
Q7L5Y6	Q16890
Q53EP0	O00213
O95208	Q9BVW5
O95363	O60239
Q8WU10	O14543
Q8TD19	P23582
P38117	P26358
Q9BRV8	P46777
P28827	P13224
Q96T21	P21127
Q13485	Q9BSH3
Q9HB71	Q9P219
Q5HYK3	Q96RR1
Q96B02	Q92600
P22692	P23297
Q96DA2	O95777
Q96KR7	O94988
Q9P287	Q96D15
Q9Y5Q8	Q6ZV73
Q99459	O15162
P57059	Q9HCD5
Q86Y07	Q86UT6
Q96SI1	Q8N3F8
P54274	Q13131
Q92994	Q14469
Q7LBR1	Q15744
O75830	O75380
P08949	O43516
Q00532	Q6FI81
P46736	Q92734
Q96LL4	P02794
Q96L50	Q8TF40
Q9NYB0	P50225
P50748	P53985
Q9ULW3	Q9Y3C1
P62906	Q53GG5
O43294	Q96AY2
Q8TB52	Q96EQ0
Q9NZD8	P18858
Q9UJW9	Q96BH3
P42081	Q8WWM7
Q7Z698	Q8N2H9
Q12905	O60762
P04066	Q8TBC4
P08151	A7MCY6
O15062	Q8TAA3
Q14088	P57737
Q13356	Q13428
Q8WXU2	Q8TEK3
Q9P0T4	P17022
P42857	Q15011
O60477	Q00526
Q15013	Q14678
Q8IXM2	Q9H7E2
O43447	Q8WUJ0
P52565	O60942
P16871	Q49A88
Q6DD88	Q9NRR8
Q9UHA2	Q13901
P18848	P13798
O60925	Q15700
P09382	Q99757
Q13469	Q9GZX7
P16070	Q8IWV1
P38398	P18754
P61088	Q9P2T0
Q9BTW9	Q96CD0
O60343	Q8N5R6
P21860	P19086
P53990	P14598
Q96JB2	O43822
Q9Y222	Q8WU20
Q15334	P33151
Q9BYV6	O60547
O95926	Q8TD46
Q9NWK9	P28715
O43164	P18859
P36404	Q16584
O75382	Q86U70
Q9Y223	Q9NPA8
Q6ZRS2	Q9NQS3
Q8NI77	Q9BUP3
Q9Y385	Q9BV90
Q9Y5A7	P13994
Q92918	Q9NY93
P08887	Q92841
P78318	P07315
P48995	Q08J23
O14867	P01009
Q9NX18	Q9H1R3
Q13523	P53041
Q9H8M5	O43264
Q86US8	P15735
P32780	O00631
Q9H469	Q14974
Q09472	Q8IX18
P13726	Q9UN86
Q9NRF9	P55273
O15066	O15055
Q12778	Q32MZ4
Q14451	Q9P0M9
Q86UE8	O96015
Q9BW83	Q9H0M0
Q15080	Q969R5
Q92804	P49790
Q9NXF7	P61978
Q9BRT9	P21917
P29373	Q5VSY0
Q9UMW8	O94889
Q9Y5S2	Q96C24
Q9H211	Q92542
Q9Y496	P29692
Q13356	O96011
O43768	Q9H9B1
Q9NYA4	Q7L5Y6
O00429	Q9P209
P61313	Q96GY3
P62324	P02794
P16150	P20292
Q5JTW2	Q9NSP4
P68543	Q2MV58
Q9H8W3	P32321
Q2NKQ1	Q9ULX9
P15172	Q9P278
O60238	Q8N988
Q96S44	Q9H0H5
P61254	O95685
O60841	Q92989
O14867	Q96S82
Q13515	Q9Y296
O75688	O94964
O96006	Q9H0A8
Q9Y399	Q15257
Q8N344	Q9BRL6
Q9Y5P6	P0C7T5
O95071	P19474
P35398	P29317
Q99501	Q13618
P04626	P61086
Q96AG4	Q6ZSY5
P30520	Q9Y6R0
Q9GZV9	Q8NI38
Q7L775	Q9UJC3
O60662	Q13627
P16455	O15315
Q99259	Q96AJ1
Q9NRJ3	Q9BTV4
P17661	Q15642
P45974	Q9BQ90
Q9UL40	Q969P5
Q9NNW7	Q99990
Q8IVT2	Q9H081
Q68DK7	O75884
O14958	Q8IYD9
Q15121	Q9H4B6
Q92837	P23434
Q9Y5P8	P61968
Q9Y5X1	Q13111
P11309	Q9BU20
P40123	Q86UF4
Q9BZY9	Q92785
Q9H765	P05388
O00444	Q09472
Q96EP1	Q15067
Q659C4	Q8WZ74
Q9UKM9	Q9BSW7
Q6XD76	Q9NXR7
Q8TAB5	Q12980
Q9BXW9	O95219
O43896	Q14493
P42336	Q9BW04
Q96H22	Q05195
Q8TAX0	P49756
P06702	Q04637
Q96MW7	Q9Y2U9
P13984	Q16670
P17036	Q53GS9
P15407	P48047
O95456	Q9BWW8
Q96JE7	P36542
Q14203	P17040
Q03001	Q13496
Q8NI08	P04844
P17612	Q63HR2
P05813	O00571
Q15742	P29376
Q8TDR4	Q5T3J3
Q969T9	O14836
Q66K89	P47712
Q96GX2	P51148
P42679	Q96J01
P61964	Q8IVT5
Q06323	Q9UPN3
P46695	Q9NRD5
Q7L576	Q14159
O75886	P60410
Q7L5D6	P12314
Q9Y2T1	P49840
P26640	Q969E8
Q96RL7	Q2WGJ6
Q9HCM7	O95231
P55198	Q9NTK5
O43680	Q8TAZ6
Q8IYU8	Q9H6U6
Q14CS0	O14744
P36406	Q13131
P51809	Q8N184
Q03252	P09564
Q8N490	Q96DC7
Q92925	Q9BRG2
Q7Z392	Q9Y3C7
Q8IWW6	Q8IWA6
Q13526	Q14019
Q8WTS6	Q9ULS5
Q49AJ0	Q96J92
Q8N5R6	O15116
P07355	Q8IYX8
Q15648	Q9NZC3
Q9H5Z1	Q9BTP7
Q9NPD3	Q8TDR0
P17480	P26447
Q14865	Q15080
Q07812	Q8NBM4
Q9NYV6	P13385
P48047	P48723
Q9H8N7	O60343
O95166	P60409
Q9NZ63	Q8WXG8
Q70CQ1	Q9P0T4
Q9NQT8	Q2QGD7
Q9Y2B1	P28072
Q7Z2W9	Q15696
Q86W11	O15259
Q9HBD1	Q8NEM7
O95782	Q96MT8
P50750	Q9Y616
Q16236	Q9BPU9
Q8WVY7	P23467
Q15029	A8K0Z3
Q9Y572	Q9BT92
Q9UMS4	Q13618
Q9HCE5	Q9Y2X3
Q9P215	O43674
Q96LI5	Q9NR80
Q03468	P37268
Q8WVC0	Q9UIW2
Q8NDZ2	Q9Y3B6
Q9BQQ3	Q5SXM2
P33991	Q15776
Q10586	Q9H2D6
P48552	O14508
Q9Y237	O00487
Q9Y676	Q14164
P50876	Q9HB71
O15169	P62877
Q6MZT1	Q32NC0
Q99436	Q9NZQ3
Q8WY64	Q13613
Q9UHV2	Q15054
P07384	Q9H6Q3
Q9UKV5	Q9BVG8
Q15466	O14544
Q9Y5X2	Q96QD9
P17152	Q9H0H5
Q9H7E2	Q96NL3
Q8WZ19	Q14134
Q9NQ48	O14654
Q9NQG5	Q9Y3E7
P48039	Q93050
Q6P2C8	O15297
Q9NZ71	Q9BQ15
O15105	Q13564
Q7Z6J0	P49354
P23284	Q9H4B6
Q96T21	P18848
P35251	Q9NV79
O14936	O43791
Q96F24	O94762
Q9UL19	O75469
Q3SY84	Q8TAZ6
Q15021	Q99835
P42568	O60508
Q07021	O00221
Q52LR7	Q9NY12
O60678	Q9NZM4
P42679	Q5M9N0
Q9BPZ7	Q92734
Q01974	Q03518
O14512	O95863
P02008	Q9NYA1
Q9NW82	Q9UIS9
P63279	O15054
Q9H9Y6	P28324
Q8WWB3	Q6ZT98
Q6R327	Q8IWU2
P31431	P52657
P27361	Q92782
P37840	P31274
P12757	P61086
Q16656	Q9UGI0
P15509	Q9UKY1
P41271	Q9Y5Y5
P22736	P63279
Q6AWC2	P62253
Q8NBT2	P35398
Q5TH69	O43704
Q8N2M8	Q8TEQ6
O00567	Q9UNZ2
P27448	Q5T447
Q3V6T2	Q8WWN9
Q9UNT1	Q9Y679
Q9Y2L1	P23471
P0DPB6	Q9NRR5
Q5W0V3	Q9UNT1
Q5GLZ8	Q5T0L3
P28370	Q14533
Q8IYX7	Q99417
Q7Z628	P08572
Q96C74	O14654
Q86WV1	Q9BZR9
Q9BQ04	Q9NQ31
P36542	P42575
O15446	Q9Y3B7
Q92552	Q9UL54
O95996	P22455
Q8TD46	Q92541
Q96EP0	Q9NRF9
O76031	Q9H7H0
Q9NTN9	Q75VX8
Q9NR12	Q9NQQ7
O95198	Q15078
Q13635	O43823
Q96ES7	Q9UJY1
Q8IYU8	Q6ZP98
Q96EC8	P60033
Q96DV4	Q12899
Q9UHY7	Q9BTE0
Q9H6Q3	Q9H1R3
Q13368	P56545
P61328	Q8WWB3
Q9GZS1	Q9UKW4
P09086	P25311
P45974	P20933
O60232	P57723
P61925	P13671
Q4VX76	Q9BR76
Q96NE9	Q5VSL9
Q9Y6H5	Q8NB15
Q9UBZ4	Q8NBR6
Q96T60	P14316
Q9NZC7	Q8IYS0
Q86Y13	O15156
P17480	Q92794
Q9NP71	Q9H267
Q96PQ6	Q99619
Q9H4P4	Q9NXD2
P55060	P52815
O15151	Q9BXL7
Q9Y2J2	Q9UPM8
P49765	P51398
Q9Y678	P02748
Q96HR8	Q9BXY8
P08651	Q8N143
P59998	Q86WV1
P50549	Q92832
Q9H175	O75081
O60645	P13591
Q6N043	Q86V42
O15027	O75179
Q7Z7C8	Q9NQX0
Q15404	Q96RR4
Q96S59	Q13107
P24071	Q7Z6J8
P02458	P62328
O95990	P01130
Q68CZ2	P52657
Q9H307	O75771
Q9H8Y5	Q9UBC1
Q969F0	Q9UJ55
Q70EL4	Q9Y605
O00628	Q13099
Q15678	P21860
Q9UKD1	Q8N895
Q8WUN7	Q8TAL5
Q9BZI7	Q9GZS1
Q05639	Q96FJ0
Q9UI36	Q9BXB1
Q00587	Q96RE7
Q14247	Q96D98
Q14584	Q70EL2
O00422	O14879
Q8IVV7	O43157
Q9H8M2	Q08050
Q92613	Q9H2F5
Q8WW35	P56537
Q6IPR1	Q9ULT6
Q10570	Q96F86
P17275	P55061
Q8ND25	O95470
P15622	P78527
Q9GZV9	P10606
P06276	Q96FZ2
P04049	P41223
Q2KJY2	Q96K30
Q15916	P22466
O95777	Q96RU8
Q5MIZ7	Q96K19
Q68DC2	O75390
Q86Y33	Q99967
Q9UBX3	Q9NV56
Q96CN9	Q15649
Q8N163	Q6KC79
Q9HB89	Q2M2Z5
Q9P2D0	P15976
P24588	Q9NXC2
O75830	O43255
P48723	Q7L014
Q9ULP0	Q6NVH7
Q5T6S3	P62253
O94985	Q96JH7
Q8WXX7	Q8WVD3
Q9ULD4	Q9NQY0
P05787	P35227
Q96Q27	P46779
P49450	P09210
Q9Y2K7	P08779
Q7Z3I7	P05177
P31150	P48507
Q9UHD8	Q9Y5E9
Q8WUP2	O15354
Q15554	Q9UBP5
O95971	P10912
Q9H4I3	Q9H7D0
O14920	P48736
Q9Y458	P0CG48
Q53GL7	P62312
Q9BYH8	Q9P278
Q6ICG8	Q86XL3
Q8WVZ9	Q12933
P49137	Q99743
O14795	Q8NDZ2
P55957	Q9Y4H4
Q02241	Q93038
Q9HCN6	Q14194
Q7Z7L7	Q8N344
